-2.000000000000000000e+00,5.750000000000000339e-12,-2.000000000000000000e+00,2.160000000000000086e-12,-2.000000000000000000e+00,4.042000000000000104e-11
-1.960400000000000142e+00,4.750000000000000561e-12,-1.960400000000000142e+00,1.380000000000000178e-12,-1.960400000000000142e+00,4.860000000000000536e-11
-1.920800000000000063e+00,4.970000000000000027e-12,-1.920800000000000063e+00,1.300000000000000115e-12,-1.920800000000000063e+00,5.565000000000000299e-11
-1.881199999999999983e+00,4.660000000000000742e-12,-1.881199999999999983e+00,7.500000000000000354e-13,-1.881199999999999983e+00,4.426000000000000407e-11
-1.841600000000000126e+00,5.720000000000000669e-12,-1.841600000000000126e+00,1.900000000000000234e-13,-1.841600000000000126e+00,3.817000000000000235e-11
-1.802000000000000046e+00,5.260000000000000609e-12,-1.802000000000000046e+00,5.800000000000000530e-13,-1.802000000000000046e+00,3.349000000000000533e-11
-1.762400000000000189e+00,7.580000000000001225e-12,-1.762400000000000189e+00,1.400000000000000093e-13,-1.762400000000000189e+00,2.033000000000000243e-11
-1.722800000000000109e+00,6.740000000000000765e-12,-1.722800000000000109e+00,1.800000000000000156e-13,-1.722800000000000109e+00,2.805000000000000266e-11
-1.683200000000000029e+00,7.870000000000000999e-12,-1.683200000000000029e+00,1.300000000000000014e-13,-1.683200000000000029e+00,2.890000000000000166e-11
-1.643600000000000172e+00,8.290000000000001229e-12,-1.643600000000000172e+00,2.000000000000000313e-14,-1.643600000000000172e+00,2.097000000000000294e-11
-1.604000000000000092e+00,8.780000000000000958e-12,-1.604000000000000092e+00,1.020000000000000097e-12,-1.604000000000000092e+00,2.046000000000000289e-11
-1.564400000000000013e+00,8.390000000000001207e-12,-1.564400000000000013e+00,3.300000000000000075e-13,-1.564400000000000013e+00,2.152000000000000039e-11
-1.524800000000000155e+00,8.640000000000000343e-12,-1.524800000000000155e+00,8.400000000000000558e-13,-1.524800000000000155e+00,2.110000000000000016e-11
-1.485100000000000087e+00,9.640000000000000121e-12,-1.485100000000000087e+00,4.200000000000000279e-13,-1.485100000000000087e+00,1.483000000000000204e-11
-1.445500000000000007e+00,1.018000000000000065e-11,-1.445500000000000007e+00,5.000000000000000152e-14,-1.445500000000000007e+00,1.044000000000000156e-11
-1.405900000000000150e+00,9.310000000000001325e-12,-1.405900000000000150e+00,1.000000000000000157e-14,-1.405900000000000150e+00,9.030000000000000095e-12
-1.366300000000000070e+00,1.023000000000000144e-11,-1.366300000000000070e+00,6.400000000000001002e-13,-1.366300000000000070e+00,1.057000000000000040e-11
-1.326699999999999990e+00,8.540000000000000365e-12,-1.326699999999999990e+00,5.000000000000000152e-14,-1.326699999999999990e+00,5.420000000000000735e-12
-1.287100000000000133e+00,7.880000000000001158e-12,-1.287100000000000133e+00,4.200000000000000279e-13,-1.287100000000000133e+00,7.990000000000001295e-12
-1.247500000000000053e+00,8.790000000000001118e-12,-1.247500000000000053e+00,7.400000000000000780e-13,-1.247500000000000053e+00,7.370000000000001110e-12
-1.207899999999999974e+00,9.650000000000000280e-12,-1.207899999999999974e+00,3.000000000000000344e-13,-1.207899999999999974e+00,7.399999999999999972e-12
-1.168300000000000116e+00,7.750000000000000702e-12,-1.168300000000000116e+00,6.600000000000000150e-13,-1.168300000000000116e+00,6.870000000000000413e-12
-1.128700000000000037e+00,8.900000000000001255e-12,-1.128700000000000037e+00,8.000000000000001253e-14,-1.128700000000000037e+00,3.590000000000000253e-12
-1.089099999999999957e+00,9.590000000000000940e-12,-1.089099999999999957e+00,1.100000000000000160e-12,-1.089099999999999957e+00,6.720000000000000446e-12
-1.049500000000000099e+00,8.880000000000000936e-12,-1.049500000000000099e+00,3.600000000000000311e-13,-1.049500000000000099e+00,6.310000000000000376e-12
-1.009900000000000020e+00,8.609999999999999865e-12,-1.009900000000000020e+00,9.400000000000000336e-13,-1.009900000000000020e+00,9.660000000000000440e-12
-9.703000000000000513e-01,8.020000000000000158e-12,-9.703000000000000513e-01,3.500000000000000233e-13,-9.703000000000000513e-01,1.317000000000000144e-11
-9.307000000000000828e-01,8.690000000000001140e-12,-9.307000000000000828e-01,7.200000000000000623e-13,-9.307000000000000828e-01,2.093000000000000230e-11
-8.911000000000000032e-01,6.730000000000000606e-12,-8.911000000000000032e-01,2.200000000000000218e-13,-8.911000000000000032e-01,3.652000000000000029e-11
-8.515000000000000346e-01,9.250000000000000369e-12,-8.515000000000000346e-01,6.700000000000000734e-13,-8.515000000000000346e-01,5.911000000000000319e-11
-8.119000000000000661e-01,8.490000000000001184e-12,-8.119000000000000661e-01,5.500000000000000798e-13,-8.119000000000000661e-01,1.014900000000000032e-10
-7.722999999999999865e-01,1.041000000000000108e-11,-7.722999999999999865e-01,3.900000000000000548e-13,-7.722999999999999865e-01,1.730900000000000196e-10
-7.327000000000000179e-01,1.448000000000000131e-11,-7.327000000000000179e-01,3.700000000000000390e-13,-7.327000000000000179e-01,2.848200000000000049e-10
-6.931000000000000494e-01,2.029000000000000180e-11,-6.931000000000000494e-01,7.700000000000000512e-13,-6.931000000000000494e-01,4.954600000000000654e-10
-6.535000000000000808e-01,3.548000000000000311e-11,-6.535000000000000808e-01,3.799999999999999964e-12,-6.535000000000000808e-01,7.795800000000000107e-10
-6.139000000000000012e-01,6.968000000000001167e-11,-6.139000000000000012e-01,8.609999999999999865e-12,-6.139000000000000012e-01,1.170199999999999950e-09
-5.743000000000000327e-01,1.478600000000000198e-10,-5.743000000000000327e-01,1.590999999999999986e-11,-5.743000000000000327e-01,1.793899999999999978e-09
-5.347000000000000641e-01,3.050400000000000137e-10,-5.347000000000000641e-01,2.925000000000000239e-11,-5.347000000000000641e-01,2.671999999999999872e-09
-4.950000000000000511e-01,6.029100000000000408e-10,-4.950000000000000511e-01,4.523000000000000175e-11,-4.950000000000000511e-01,4.003099999999999959e-09
-4.554000000000000270e-01,1.078399999999999916e-09,-4.554000000000000270e-01,8.013000000000001177e-11,-4.554000000000000270e-01,5.899700000000000213e-09
-4.158000000000000029e-01,1.977799999999999932e-09,-4.158000000000000029e-01,1.293300000000000073e-10,-4.158000000000000029e-01,8.506000000000000198e-09
-3.762000000000000344e-01,3.286799999999999858e-09,-3.762000000000000344e-01,2.166500000000000222e-10,-3.762000000000000344e-01,1.209619999999999882e-08
-3.366000000000000103e-01,4.908400000000000131e-09,-3.366000000000000103e-01,3.758900000000000327e-10,-3.366000000000000103e-01,1.770199999999999863e-08
-2.970000000000000417e-01,7.403499999999999921e-09,-2.970000000000000417e-01,6.679800000000000032e-10,-2.970000000000000417e-01,2.468859999999999848e-08
-2.574000000000000177e-01,1.046949999999999988e-08,-2.574000000000000177e-01,1.050099999999999920e-09,-2.574000000000000177e-01,3.555399999999999530e-08
-2.178000000000000214e-01,1.472019999999999803e-08,-2.178000000000000214e-01,1.481400000000000075e-09,-2.178000000000000214e-01,4.746019999999999375e-08
