-1.000000000000000000e+00,8.409999999999999910e-12,-1.000000000000000000e+00,9.000000000000001233e-12,-1.000000000000000000e+00,1.705000000000000187e-11,-1.000000000000000000e+00,1.196000000000000154e-11,-1.000000000000000000e+00,3.240000000000000331e-12,-1.000000000000000000e+00,2.400000000000000376e-13,-1.000000000000000000e+00,1.072000000000000117e-11,-1.000000000000000000e+00,9.476000000000000416e-11,-1.000000000000000000e+00,7.730000000000000384e-12,-1.000000000000000000e+00,2.276300000000000194e-10
-9.599999999999999645e-01,1.860000000000000152e-12,nan,nan,-9.599999999999999645e-01,6.314000000000000117e-11,-9.599999999999999645e-01,8.109999999999999976e-12,-9.599999999999999645e-01,1.045000000000000010e-11,-9.599999999999999645e-01,8.380000000000001047e-12,-9.599999999999999645e-01,1.696000000000000205e-11,-9.599999999999999645e-01,9.989000000000000351e-11,-9.599999999999999645e-01,1.134000000000000136e-11,-9.599999999999999645e-01,5.112600000000000522e-10
-9.200000000000000400e-01,9.130000000000000073e-12,nan,nan,-9.200000000000000400e-01,3.643000000000000370e-11,-9.200000000000000400e-01,1.310000000000000073e-12,-9.200000000000000400e-01,7.299999999999999995e-12,-9.200000000000000400e-01,1.860000000000000152e-12,-9.200000000000000400e-01,1.350000000000000104e-12,-9.200000000000000400e-01,6.794000000000000010e-11,-9.200000000000000400e-01,2.850000000000000175e-12,-9.200000000000000400e-01,2.679400000000000074e-10
-8.800000000000000044e-01,6.690000000000000776e-12,nan,nan,-8.800000000000000044e-01,3.918000000000000067e-11,-8.800000000000000044e-01,1.155000000000000147e-11,-8.800000000000000044e-01,8.300000000000000984e-13,-8.800000000000000044e-01,1.050000000000000090e-11,-8.800000000000000044e-01,1.230000000000000050e-11,-8.800000000000000044e-01,9.507000000000000102e-11,-8.800000000000000044e-01,2.920000000000000079e-12,-8.800000000000000044e-01,2.707200000000000226e-10
-8.399999999999999689e-01,2.440000000000000104e-12,nan,nan,-8.399999999999999689e-01,5.836000000000000578e-11,-8.399999999999999689e-01,7.399999999999999972e-12,-8.399999999999999689e-01,8.730000000000000162e-12,-8.399999999999999689e-01,8.430000000000000228e-12,-8.399999999999999689e-01,7.690000000000001362e-12,-8.399999999999999689e-01,6.225000000000000476e-11,-8.399999999999999689e-01,1.094000000000000145e-11,-8.399999999999999689e-01,1.573800000000000035e-10
-8.000000000000000444e-01,8.780000000000000958e-12,nan,nan,-8.000000000000000444e-01,2.406000000000000209e-11,-8.000000000000000444e-01,8.990000000000001073e-12,-8.000000000000000444e-01,9.810000000000001214e-12,-8.000000000000000444e-01,3.000000000000000142e-12,-8.000000000000000444e-01,6.160000000000000409e-12,-8.000000000000000444e-01,5.430000000000000248e-11,-8.000000000000000444e-01,1.042000000000000124e-11,-8.000000000000000444e-01,1.631900000000000072e-10
-7.600000000000000089e-01,1.045000000000000010e-11,nan,nan,-7.600000000000000089e-01,2.092000000000000052e-11,-7.600000000000000089e-01,7.289999999999999835e-12,-7.600000000000000089e-01,4.750000000000000561e-12,-7.600000000000000089e-01,8.120000000000000136e-12,-7.600000000000000089e-01,1.221000000000000068e-11,-7.600000000000000089e-01,6.616000000000000728e-11,-7.600000000000000089e-01,3.130000000000000194e-12,-7.600000000000000089e-01,1.534400000000000150e-10
-7.199999999999999734e-01,2.500000000000000253e-12,nan,nan,-7.199999999999999734e-01,2.986000000000000080e-11,-7.199999999999999734e-01,1.227000000000000164e-11,-7.199999999999999734e-01,4.559999999999999957e-12,-7.199999999999999734e-01,2.360000000000000041e-12,-7.199999999999999734e-01,2.940000000000000397e-12,-7.199999999999999734e-01,5.747000000000000291e-11,-7.199999999999999734e-01,5.000000000000000505e-12,-7.199999999999999734e-01,1.458200000000000196e-10
-6.800000000000000488e-01,6.340000000000000854e-12,nan,nan,-6.800000000000000488e-01,4.130000000000000375e-12,-6.800000000000000488e-01,1.064000000000000151e-11,-6.800000000000000488e-01,9.390000000000000984e-12,-6.800000000000000488e-01,6.250000000000000228e-12,-6.800000000000000488e-01,4.440000000000000468e-12,-6.800000000000000488e-01,4.950000000000000355e-11,-6.800000000000000488e-01,1.527000000000000259e-11,-6.800000000000000488e-01,1.214300000000000139e-10
-6.400000000000000133e-01,9.440000000000000166e-12,nan,nan,-6.400000000000000133e-01,1.863000000000000119e-11,-6.400000000000000133e-01,8.600000000000000716e-13,-6.400000000000000133e-01,8.570000000000000843e-12,-6.400000000000000133e-01,1.024000000000000160e-11,-6.400000000000000133e-01,1.372000000000000051e-11,-6.400000000000000133e-01,6.456000000000000764e-11,-6.400000000000000133e-01,4.990000000000000346e-12,-6.400000000000000133e-01,1.409900000000000218e-10
-5.999999999999999778e-01,6.240000000000000876e-12,nan,nan,-5.999999999999999778e-01,1.447000000000000115e-11,-5.999999999999999778e-01,9.810000000000001214e-12,-5.999999999999999778e-01,6.600000000000000150e-13,-5.999999999999999778e-01,5.810000000000000487e-12,-5.999999999999999778e-01,2.590000000000000071e-12,-5.999999999999999778e-01,4.140000000000000050e-11,-5.999999999999999778e-01,8.220000000000000113e-12,-5.999999999999999778e-01,1.705300000000000046e-10
-5.600000000000000533e-01,2.890000000000000408e-12,nan,nan,-5.600000000000000533e-01,1.320000000000000030e-12,-5.600000000000000533e-01,1.374000000000000083e-11,-5.600000000000000533e-01,8.080000000000001114e-12,-5.600000000000000533e-01,2.570000000000000156e-12,-5.600000000000000533e-01,3.360000000000000223e-12,-5.600000000000000533e-01,3.070000000000000126e-11,-5.600000000000000533e-01,1.242000000000000080e-11,-5.600000000000000533e-01,1.405800000000000202e-10
